"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 23 18:05:36 CST 2022","Tue Aug 23 18:05:37 CST 2022","399","cases","daxue","TestCaseDaXue","","","真实大学——四川轻化工大学",""
